name,space_id,color
S0603-Y60R,0,F3E9E0
S0603-Y80R,0,F1E9E6
S0800-N,0,eaeaea
S0804-B50G,0,DEE4E1
S0804-G20Y,0,E0E4DC
S0804-G60Y,0,E6E6D9
S0804-G90Y,0,EAE5D5
S0804-R10B,0,ECDFE0
S0804-R30B,0,E9E0E3
S0804-R50B,0,E6E1E5
S0804-R70B,0,E2E2E7
S0804-R90B,0,E0E3E5
S0804-Y10R,0,EFE7D6
S0804-Y30R,0,EEE4D3
S0804-Y50R,0,ECE0D2
S0804-Y70R,0,ECE0DA
S0804-Y90R,0,EBE0DC
S0907-B20G,0,D2E0E1
S0907-B80G,0,D5E3DE
S0907-G20Y,0,DAE2D5
S0907-G60Y,0,E2E4CE
S0907-G90Y,0,E8E3C8
S0907-R10B,0,E8D6D5
S0907-R30B,0,E7D9DE
S0907-R50B,0,E1DBE3
S0907-R70B,0,DBDDE5
S0907-R90B,0,D7DEE3
S0907-Y10R,0,ECE1C7
S0907-Y30R,0,EFDDC4
S0907-Y50R,0,EED9C7
S0907-Y70R,0,EED8CD
S0907-Y90R,0,EDD8D3
S1000-N,0,E1DFDD
S1002-B,0,DBDDE0
S1002-B50G,0,DADEDC
S1002-G,0,DBDEDA
S1002-G50Y,0,DFE0D9
S1002-R,0,E3DBDA
S1002-R50B,0,DFDCDE
S1002-Y,0,E1DCD2
S1002-Y50R,0,E5DED7
S1005-B,0,D6DEE1
S1005-B20G,0,CFD9DA
S1005-B50G,0,D5DFDD
S1005-B80G,0,D4DFDC
S1005-G,0,D7DFD8
S1005-G10Y,0,D8DFD6
S1005-G20Y,0,D9DFD4
S1005-G30Y,0,D9DFD2
S1005-G40Y,0,DBDED2
S1005-G50Y,0,DDDECC
S1005-G60Y,0,DFE1D1
S1005-G70Y,0,E4E3D4
S1005-G80Y,0,E2E0CF
S1005-G90Y,0,E3E0CB
S1005-R,0,E1D4D3
S1005-R10B,0,E4D7D7
S1005-R20B,0,E0D4D6
S1005-R30B,0,E2D7DB
S1005-R40B,0,E3DADE
S1005-R50B,0,DED8DD
S1005-R60B,0,DBD9DF
S1005-R70B,0,DCDCE1
S1005-R80B,0,D6DAE0
S1005-R90B,0,D5DBDF
S1005-Y,0,E6DFC9
S1005-Y10R,0,E4DCC9
S1005-Y20R,0,E7DBC5
S1005-Y30R,0,E3D8C6
S1005-Y40R,0,E8DBC9
S1005-Y50R,0,E6D7C8
S1005-Y60R,0,E6D7CA
S1005-Y70R,0,E7D7CE
S1005-Y80R,0,E6D7D0
S1005-Y90R,0,E5D7D2
S1010-B,0,C2D5DC
S1010-B10G,0,C7D8DB
S1010-B30G,0,C5DCDD
S1010-B50G,0,C7DCDA
S1010-B70G,0,C7DCD8
S1010-B90G,0,CADFD5
S1010-G,0,C9DCCE
S1010-G10Y,0,CCDBCA
S1010-G20Y,0,D0DECB
S1010-G30Y,0,D4DDC6
S1010-G40Y,0,D6DDC4
S1010-G50Y,0,DADFC3
S1010-G60Y,0,DDDFC1
S1010-G70Y,0,DFDEC1
S1010-G80Y,0,E2DEBD
S1010-G90Y,0,E4DDBB
S1010-R,0,E2CCC9
S1010-R10B,0,E6CFD0
S1010-R20B,0,E2CCD1
S1010-R30B,0,E5D2D8
S1010-R40B,0,DFD0D9
S1010-R50B,0,DBD2DB
S1010-R60B,0,D6D3DD
S1010-R70B,0,CFD1DC
S1010-R80B,0,CDD5DF
S1010-R90B,0,C6D4DE
S1010-Y,0,E6DCB9
S1010-Y10R,0,E8D8B5
S1010-Y20R,0,E9D8B7
S1010-Y30R,0,ECD6B9
S1010-Y40R,0,EDD2B6
S1010-Y50R,0,F0D1BA
S1010-Y60R,0,EBCEBD
S1010-Y70R,0,EDCEBD
S1010-Y80R,0,E9CEC5
S1010-Y90R,0,EBD1CB
S1015-B,0,B9D3DE
S1015-B20G,0,B5D5D9
S1015-B50G,0,B8D8D6
S1015-B80G,0,BBDBD1
S1015-G,0,BFDBC7
S1015-G20Y,0,C6DAC0
S1015-G40Y,0,D2DBB9
S1015-G60Y,0,D9DDB4
S1015-G80Y,0,E3DEB1
S1015-G90Y,0,E8DDAE
S1015-R,0,E9C3C0
S1015-R10B,0,E5C4C6
S1015-R20B,0,E6C7CE
S1015-R40B,0,DEC9D8
S1015-R60B,0,D2CCDF
S1015-R80B,0,C3D1E0
S1015-R90B,0,BFD2E0
S1015-Y,0,EBDBAE
S1015-Y10R,0,EFDAAE
S1015-Y20R,0,F0D6A9
S1015-Y30R,0,F2D1A9
S1015-Y40R,0,F2CDAA
S1015-Y50R,0,F1C9AD
S1015-Y60R,0,F0C9B3
S1015-Y70R,0,EEC6B4
S1015-Y80R,0,EEC5BA
S1015-Y90R,0,EDC5BD
S1020-B,0,ADCFDC
S1020-B10G,0,A2CED8
S1020-B30G,0,A5D2D5
S1020-B40G,0,A9D4D6
S1020-B50G,0,A8D5D2
S1020-B60G,0,ACD8D3
S1020-B70G,0,A9D9CF
S1020-B90G,0,AFD8C5
S1020-G,0,AFD8C0
S1020-G10Y,0,B9DABD
S1020-G20Y,0,BDD9B7
S1020-G30Y,0,C2D8B3
S1020-G40Y,0,C8D7AC
S1020-G50Y,0,D4DFAE
S1020-G60Y,0,D7DBA8
S1020-G70Y,0,DCDDA9
S1020-G80Y,0,E1DCA3
S1020-G90Y,0,E9DDA6
S1020-R,0,ECBAB9
S1020-R10B,0,E7BBBF
S1020-R20B,0,E5BBC6
S1020-R30B,0,E2BCCA
S1020-R40B,0,DABFD1
S1020-R50B,0,D3C1D7
S1020-R60B,0,CCC6DF
S1020-R70B,0,BDC7E0
S1020-R80B,0,B7C9DC
S1020-R90B,0,B2CEE0
S1020-Y,0,EAD8A1
S1020-Y10R,0,E8D29E
S1020-Y20R,0,EFCF9C
S1020-Y30R,0,F3CA9A
