name,space_id,color
1311,0,E3E0C5
1312,0,E5DDAF
1313,0,FFEE7F
1314,0,E7D77A
1315,0,E8D366
1321,0,E5DFCB
1322,0,E9D7AA
1323,0,EBD7A4
1324,0,EAD08E
1325,0,EECC71
1326,0,F2C455
1331,0,E3D4B5
1332,0,EBCF96
1333,0,EECB87
1334,0,EFBF6C
1335,0,F0BF66
1336,0,F3B656
1341,0,E5D3B3
1342,0,E9CFA2
1343,0,ECC693
1344,0,F2BD7E
1345,0,F1B571
1346 - Ritual,0,F5AC5D
1353,0,EAC69F
1354,0,EABA8A
1355,0,E8AF7B
1356,0,EBA168
1357,0,D68043
1361,0,E7D2BC
1362,0,E9C9B0
1363,0,EBBD9B
1364,0,EAB187
1365,0,EFAB85
1366,0,EEA37C
1367,0,EA8450
1371,0,E8C9B8
1372,0,F0BFA6
1373,0,EEAF95
1374,0,EFA68A
1375,0,DB896B
1376,0,EB8B68
1377,0,E27052
1381,0,E9D0C6
1382,0,E9C4B9
1383,0,EBBBAD
1384,0,EFAD9D
1385,0,EDA28F
1386,0,EA866E
1391,0,E3D1CF
1392,0,E6C8C7
1393,0,ECBEBC
1394,0,EAA6A5
1395,0,E99594
1396,0,E5827F
1401,0,E1CDCE
1402,0,E6C0C0
1403,0,EAAAAC
1404,0,E99E9F
1405,0,E58687
1406,0,DA726F
1407,0,CE524D
1411,0,E0D2D1
1412,0,E1D1D3
1413,0,E2C0C5
1414,0,E3B4B9
1415,0,DFA0A9
1416,0,E18F9A
1421,0,DECED4
1422,0,DCC5D2
1423,0,D6A2BD
1424,0,D496B4
1425,0,D087A8
1426,0,CD80A2
1431,0,DED2D9
1432,0,DAB9D1
1433,0,D2A2C9
1434,0,CC8FBE
1435,0,C77DB1
1436,0,C173AC
1437,0,A33E7B
1441,0,BAB5D6
1442,0,AFA8D4
1443,0,A199CA
1444,0,928AC2
1445,0,7F76B7
1446,0,6961A6
1447,0,443972
1448 - Antioxidant,0,3B3158
1451,0,B1C0DA
1452,0,9FB4D8
1453,0,8BA2D1
1454,0,809ACB
1455,0,708BC6
1456,0,5A78BA
1457,0,3D579B
1458,0,274076
1461,0,A8C3DA
1462,0,92B8DA
1463,0,7DA9D6
1464,0,6F9DCD
1465,0,6395CC
1466,0,4D81C0
1467,0,28589A
1468,0,254785
1471,0,A4C8DB
1472,0,92BCD9
1473,0,7EB0D8
1474,0,60A4D2
1475,0,3488C5
1476,0,2D7DBB
1477,0,104780
1478,0,213966
1481,0,EBFFFF
1482,0,86C3D3
1483,0,66B3CA
1484,0,44A3C0
1485,0,45A0BD
1486,0,2893B3
1487,0,005971
1488,0,0D4A5E
1491,0,B3DBCD
1492,0,96D2C0
1493,0,87CEB8
1494,0,71C7AF
1495,0,57BA9A
1496,0,4BB290
1497,0,3CAD8A
1498,0,007F57
1501,0,C0D9BC
1502,0,B1D6AC
1503,0,A9D4A5
1504,0,A4D29C
1505,0,8BC988
1506,0,75BC73
1507,0,409A40
1511,0,D0DDC0
1512,0,C6D8AE
1513,0,BBD4A4
1514,0,ACC98A
1515,0,9FC17C
1516,0,88B562
1517,0,5C9533
1521,0,D8DFBF
1522,0,D2DDB2
1523,0,C8D692
1524,0,C0D57F
1525,0,B9D373
1526,0,B6D16A
1527,0,A0BD31
1531,0,DADCA3
1532,0,D5DA9A
1533,0,D5DB94
1534,0,D6D87D
1535,0,DAD76F
1536,0,D1D66B
2311,0,E1D9B4
2313,0,DBCC8E
2314,0,D5C681
2315,0,D6C276
2316,0,D2C070
2321,0,E0D8C7
2322,0,E5DBC0
2323,0,E6CD8D
2324,0,DEC077
2325,0,DAB968
2326,0,D7B662
2327,0,C9A74B
2331,0,E4D8B8
2332,0,E5D0A4
2333,0,E3C98E
2334,0,E3BA72
2335,0,E0B368
2336,0,DCB065
2337,0,DAA54C
2341,0,E5DED2
2342,0,E5D3B5
2343,0,E5CBA7
2344,0,DFBA88
2345,0,DCB37C
2346,0,DAAB74
2347,0,C28944
2351,0,E4D7C3
2352,0,DFC4A6
2353,0,DCB995
2354,0,D6B089
2355,0,D6AC81
2356,0,D2A57A
2357,0,C38756
2361,0,E3D2C4
2362,0,E1C3AE
2363,0,DAB59C
2364,0,D4AC8E
2365,0,CFA589
2366,0,CB9E81
2367,0,AE704E
2371,0,E2CABC
2372,0,DFBBAA
2373,0,D6A691
2374,0,D29F8A
2375,0,CE957E
2376,0,CA8F76
2377 - Together,0,AA6248
2381 - The Era,0,DAB8AD
2382,0,D4AA9E
2383,0,D0A091
2384,0,CC998A
2385,0,C78F80
2386,0,C28675
2387,0,9F5748
2388,0,873F31
2391,0,DFC6C3
2392,0,D8B8B7
2393,0,D2AAA9
2394,0,CFA3A0
2395,0,CC9C9A
2396,0,BF8583
2397,0,AF5654
2401,0,FFF0EB
2402,0,E1C1C2
2403,0,DDB2B4
2404,0,DAA2A7
2405,0,CE8F92
2406,0,CC8889
2407,0,A24C54
2411,0,DBCBCD
2412,0,D4BDC0
2413,0,CBABB1
2414,0,BA929A
2415,0,B17E84
2416,0,A37179
2417,0,854548
2418,0,6B2D2B
2421,0,D8C7CE
2422,0,D6BBC7
2423,0,C9ABB9
2424,0,C09AAE
2425,0,B792A6
2426,0,AE859A
2427,0,8C556A
2428,0,774453
2431,0,D4C4D1
2432,0,CEB9CE
2433,0,C3A8C2
2434,0,BD9EBB
2435,0,B18EB0
2436,0,A079A1
2437,0,855980
2438,0,724A6D
2441,0,C3C1CF
2442,0,AFAAC3
2443,0,A9A3C5
2444,0,9692B9
2445,0,8E89B3
2446,0,756E9A
2447,0,4D4469
2448,0,403955
2451,0,B1BDD1
2452,0,A0B1CE
2453,0,8BA0C2
2454,0,7F95B7
2455,0,617AA3
2456,0,5E74A1
2457,0,334063
2458,0,2F3555
2461,0,B8C7D6
2462,0,A8BBD1
2463,0,90A7C2
2464,0,7D96B3
2465,0,6C8EB4
2466,0,5479A2
2467,0,2B4262
2468,0,29384F
2471,0,ABC2D4
2472,0,98B7CF
2473,0,89ACC5
2474,0,729BBC
2475,0,6191B6
2476 - Playful Soul,0,4B7EA7
2477,0,325F87
2478,0,144373
2481,0,A4C5CF
2482,0,81B2C1
2483,0,6CA5B6
2484,0,5E9DAF
2485,0,5695A6
2486,0,468A9E
2487,0,21505F
2488,0,23414D
2491,0,BAD1C9
2492,0,ACC8C0
2493,0,9ABEB3
2494,0,8FB5AA
2495,0,96BEA5
2496,0,608F81
2497,0,385E50
2498,0,2F483E
2501,0,BDCDB9
2502,0,AFC5AC
2503,0,99B597
2504,0,90A890
2505,0,8BA58D
2506,0,7D977E
2507,0,566D52
2508,0,314133
2511,0,C3CFBA
2512,0,A7B89D
2513,0,9CB090
2514,0,96AA8B
2515,0,89A07C
2516,0,859D7C
2517,0,5E7C50
2518,0,465B35
2521,0,D0D8C2
2522,0,C8D3B5
2523,0,B6C596
2524,0,B2C392
2525,0,A6BA85
2526,0,A1B47E
2527,0,94AB55
2531,0,D3D8B5
2532,0,D2D2A1
2533,0,C7CA8C
2534,0,C2C381
2535,0,BFC17A
2536,0,B8BB71
2537,0,B0AC34
3311,0,DDD5BE
3312,0,D8CFAF
3313,0,CFC29A
3314,0,C5B587
3315,0,BBA973
3316,0,B49D5E
3317,0,978142
3321,0,E1D8B8
3322,0,DFD2A8
3323,0,DCCB98
3324,0,D8C48B
3325,0,D8C184
3326,0,D0B775
3327,0,E6D28C
3328,0,856B34
3331,0,DCCDAF
3332,0,D9C79F
3333,0,D4BD8F
3334,0,CCB383
3335,0,C9AD78
3336,0,BB9E68
3337,0,BB8F4D
3338,0,8F6B31
3341,0,DCCDB6
3342,0,D4C3A9
3343,0,D6BB95
3344,0,CCAF88
3345,0,CAAC84
3346,0,BEA075
3347,0,A17A4A
3351,0,DAC9B5
3352,0,D1BCA5
3353,0,C1A689
3354,0,BE9F82
3355,0,B8997B
3356,0,B29476
3357,0,8E6A4D
3361,0,D6CABD
3362,0,D1BFAE
3363,0,C8B2A0
3364,0,BEA28C
3365,0,B69A82
3366,0,B1937F
3367 - Golden Wrapping,0,A58269
3371,0,D1C3B9
3372,0,C8B6AB
3373,0,C7AEA1
3374,0,B9A08F
3375,0,BC9881
3376,0,B58E77
3377,0,95644A
3378 - Delight,0,51372E
3381,0,D9CCC6
3382,0,D9C4BC
3383,0,CFB7AE
3384,0,C2A89E
3385,0,BB9B8F
3386,0,AC897B
3387,0,835C4A
3391,0,D9C4C0
3392,0,D1B6B2
3393,0,C59F9A
3394,0,BB938D
3395,0,B78C88
3396,0,AB7E77
3397,0,875349
3398,0,663A2F
3401,0,D9CCCA
3402,0,C5AAAA
3403,0,BD9D9D
3404,0,B79797
3405,0,A98282
3406,0,977273
3407,0,764946
3408,0,60332F
3411,0,D7C8C9
3412,0,C6B1B4
3413,0,B6979B
3414,0,A98C92
3415,0,A6868A
3416,0,8D6B70
3417,0,6A4142
3418,0,59302D
3421,0,D9D0D2
3422,0,D3C9CE
3423,0,CDBEC6
3424,0,C4B1BC
3425,0,B39BA7
3426,0,A48998
3427,0,7C5966
3428,0,965C66
3431,0,D7D0D6
3432,0,CFC5D1
3433,0,C5B8C8
3434,0,C0B1C4
3435,0,B19EB4
3436,0,8E7996
3437,0,654C65
3438,0,513D50
3441,0,CCCAD4
3442,0,C2C1D1
3443,0,B7B3CA
3444,0,ACABC5
3445,0,A3A2BC
3446,0,707095
3447,0,4E4F71
3448,0,37324C
3451,0,C5C9CF
3452,0,E6E6EB
3453,0,A8B1C0
3454,0,9EA8B9
3455,0,8897B1
3456,0,9B9BAA
3457,0,384358
3458,0,353946
3461,0,C6CCD2
3462,0,BBC3CC
3463,0,AAB8C4
3464,0,9AA9B9
3465,0,8B9EB3
3466,0,798DA5
3467,0,45536C
3468 - Velvet Shadow,0,2A3445
3471 - Bliss,0,B6C4CC
3472,0,A8B8C4
3473,0,9EAFBD
3474,0,94A7B8
3475,0,7F96AA
3476,0,5E768B
3477,0,37495A
3478,0,273B50
3481,0,BBCCCC
3482,0,A8C1C4
3483,0,95AFB6
3484,0,86A0A9
3485,0,758F99
3486 - Memory,0,5F7A83
3487,0,3C5158
3488,0,333F43
3491,0,D1DAD8
3492,0,BDCCC8
3493 - Chest,0,A6BAB6
3494,0,9CB2AD
3495,0,92A9A6
3496,0,738E8A
3497,0,536C66
3498,0,475D58
3501,0,C4CEC7
3502,0,B8C1BB
3503,0,A9B6AD
3504,0,9CAB9F
3505,0,8C9D91
3506,0,7C8C81
3507,0,525E52
3508,0,455145
3511,0,CCD1C0
3512,0,C0C8B2
3513,0,B4BCA3
3514,0,AAB498
3515,0,A4AE91
3516,0,97A382
3517,0,78825B
3518,0,6B6C43
3521 - Treasure,0,CBC9B3
3522,0,BEBEA4
3523,0,BAB79A
3524,0,AFAF90
3525,0,A7A686
3526,0,9D9E7C
3527,0,75734B
3528 - Culture,0,5C5A38
4311,0,D9D5CC
4312,0,D7D1C7
4313,0,CCC5B7
4314,0,C5BEB1
4315,0,BFB5A2
4316,0,A69B83
4317,0,75684D
4318,0,564D37
4321,0,E1DBCE
4322,0,DCD1BB
4323,0,CEBE9B
4324,0,C1AE85
4325,0,B4A37C
4326,0,A28F64
4327,0,86744B
4328,0,615332
4331,0,DAD1BF
4332,0,D4C7B2
4333,0,CDC1AA
4334,0,C5B496
4335,0,BDAB8A
4336,0,B19C79
4337,0,735F46
4338,0,5B4837
4341,0,DCD4C6
4342,0,D6CAB9
4343,0,BFB19B
4344,0,BBAB96
4345,0,B3A28A
4346,0,A69479
4347,0,856D53
4348,0,3D362F
4351,0,D4CEC2
4352,0,D2C7B8
4353 - Breathe,0,C6BBAA
4354,0,B8AB97
4355,0,AD9C86
4356,0,998268
4357,0,7E6854
4358,0,543E32
4361,0,CBC4BD
4362,0,C6BAB0
4363,0,B8AB9D
4364,0,B0A293
4365,0,AC9C8D
4366,0,9E8E7E
4367,0,725C4A
4368,0,53392D
4371 - Mindfull,0,D1CAC3
4372,0,C9C0BC
4373,0,B8AEA8
4374,0,AB9F9A
4375,0,9B8E85
4376,0,836F68
4377,0,6D5D53
4378,0,473831
4381,0,CAC8C4
4382,0,C3BEBB
4383,0,B4ABA7
4384,0,A79C99
4385,0,958886
4386,0,8F807C
4387,0,66524C
4391,0,CFCBC9
4392,0,C5C1C0
4393,0,A99F9D
4394,0,9D9492
4395,0,928683
4396,0,8E807E
4397,0,614E4B
4398,0,55403C
4401,0,CCC4C5
4402,0,BDB8B9
4403,0,A99FA1
4404,0,A39697
4405,0,998A8E
4406,0,887779
4407,0,604B4A
4408,0,573D3B
4411,0,D1CECF
4412,0,CAC4C5
4413 - Bow,0,BAB0B5
4414,0,B0A4AB
4415,0,9D9097
4416,0,867176
4417,0,715D62
4418,0,432D35
4421,0,D0CED1
4422,0,BDB7BD
4423,0,B0A8B0
4424,0,A89EA9
4425,0,9C939E
4426,0,8A808C
4427,0,746570
4428,0,5A4F58
4431,0,C2C2C6
4432,0,B3B2BB
4433,0,A7A6AF
4434,0,A09DA8
4435,0,97949F
4436,0,75778A
4437,0,595765
4438,0,484855
4441,0,B2B6BE
4442,0,A2A7B1
4443,0,989FA8
4444,0,9096A1
4445,0,828995
4446,0,717986
4447,0,595E67
4448,0,454A52
4451,0,C0C6CB
4452,0,B0B7BE
4453,0,9FA8B3
4454,0,979FAA
4455,0,8B98A3
4456,0,747F8C
4457,0,505A65
4458,0,3D434E
4461,0,B1BEC4
4462 - Spiritual Insight,0,A1AFB7
4463,0,8D9BA4
4464,0,84939D
4465,0,7A8B95
4466,0,6E808C
4467,0,52626C
4468,0,3D4951
4471,0,BFCACC
4472,0,B0BFC2
4473,0,A4B3B6
4474,0,95A4A9
4475,0,7E949B
4476,0,687B84
4477,0,4E5E63
4478,0,3C474A
4481,0,CED3D0
4482,0,C2CAC8
4483,0,B6BEBA
4484,0,A4AFAD
4485,0,9DA6A2
4486,0,919B97
4487,0,6C766E
4488,0,4E544D
4491,0,BDC8C3
4492,0,AEB8B4
4493,0,A1ADA6
4494,0,CDD7C3
